,bookID,title,authors,quantity
6351,23922,The Edgar Allan Poe Audio Collection,Edgar Allan Poe,15
6352,23925,18 Best Stories by Edgar Allan Poe,Edgar Allan Poe/Vincent  Price/Chandler Brossard,11
6353,23926,Complete Poems (Library of Classic Poets),Edgar Allan Poe,15
6354,23928,Edgar Allan Poe A to Z,Dawn B. Sova,15
6355,23929,Selected Letters  1940-1956,Jack Kerouac/Ann Charters,11
6356,23930,The Wild Boys,William S. Burroughs,19
6357,23931,Nova Express (The Nova Trilogy  #3),William S. Burroughs,23
6358,23932,Last Words: The Final Journals,William S. Burroughs/James Grauerholz,15
6359,23937,The Soft Machine (The Nova Trilogy #1),William S. Burroughs,23
6360,23940,Junky,William S. Burroughs/Oliver  Harris/Allen Ginsberg,15
6361,23942,Queer,William S. Burroughs,19
6362,23944,Cities of the Red Night,William S. Burroughs,19
6363,23945,William S. Burroughs  Throbbing Gristle  Brion Gysin,V. Vale/Andrea Juno/William S. Burroughs/Throbbing Gristle/Brion Gysin,11
6364,23946,Burroughs Live: The Collected Interviews  1960-1997,William S. Burroughs/Sylvère Lotringer,19
6365,23948,My Education: A Book of Dreams,William S. Burroughs,19
6366,23950,Trainspotting (Mark Renton  #2),Irvine Welsh,23
6367,23952,Trainspotting,Murray Smith,11
6368,23955,Trainspotting,Irvine Welsh/Eric Lindor Fall,11
6369,23961,Marabou Stork Nightmares,Irvine Welsh,23
6370,23963,You'll Have Had Your Hole,Irvine Welsh,23
6371,23964,Ecstasy,Irvine Welsh/Alain Defossé,19
6372,23966,Filth,Irvine Welsh,19
6373,23968,The Female Brain,Louann Brizendine,19
6374,23975,Imaginary Friends,Nora Ephron,23
6375,23979,Scribble  Scribble: Notes on the Media,Nora Ephron,15
6376,23984,Life Amongst the Modocs,Joaquin Miller/Alan Rosenus/Malcolm Margolin,23
6377,23989,Devil's Backbone,Terry C. Johnston,11
6378,24001,Soldados de Salamina,Javier Cercas,23
6379,24006,Rule #1: The Simple Strategy for Successful Investing in Only 15 Minutes a Week!,Phil Town,23
6380,24010,"Laguna  I Love You: The Best of ""Our Town""",John Weld/Phil Interlandi,23
6381,24028,"Dirty Italian: Everyday Slang from ""What's Up?"" to ""F*%# Off!""",Gabrielle Ann Euvino/Lindsay Mack,11
6382,24037,The Deep (Dive  #2),Gordon Korman,7
6383,24040,The Discovery (Dive  #1),Gordon Korman,15
6384,24043,New York City's Best Dive Bars: Drinking and Diving in the Five Boroughs,Wendy  Mitchell/June Kim,15
6385,24047,The Stowaway Solution (On The Run  #4),Gordon Korman,19
6386,24048,The Abduction (Kidnapped  #1),Gordon Korman,7
6387,24050,The Fugitive Factor (On The Run  #2),Gordon Korman,23
6388,24052,Chasing The Falconers (On The Run  #1),Gordon Korman,15
6389,24054,Losing Joe's Place,Gordon Korman,19
6390,24056,Something Fishy at Macdonald Hall (Macdonald Hall  #7),Gordon Korman,19
6391,24058,The Zucchini Warriors (Macdonald Hall  #5),Gordon Korman,23
6392,24060,The Contest (Everest Trilogy),Gordon Korman,15
6393,24062,The Deep (Dive Trilogy),Gordon Korman,11
6394,24064,No More Dead Dogs,Gordon Korman,19
6395,24065,Radio Fifth Grade,Gordon Korman,15
6396,24066,The Climb (Everest Trilogy),Gordon Korman,15
6397,24073,The Contest (Everest  #1),Gordon Korman,11
6398,24079,Casino Royale (James Bond  #1),Ian Fleming,23
6399,24087,The Eternal Flame (Merlin  #11),T.A. Barron/David Elliot,7
6400,24089,The Ivy Tree,Carolyn Brown,15
6401,24093,Street Magic (The Circle Opens  #2),Tamora Pierce,19
6402,24094,Wolf-Speaker (Immortals  #2),Tamora Pierce,7
6403,24096,Leonardo's Notebooks,Leonardo da Vinci/H. Anna Suh,23
6404,24100,The Golden Notebook,Doris Lessing,7
6405,24115,Gödel  Escher  Bach: An Eternal Golden Braid,Douglas R. Hofstadter,19
6406,24119,M Is for Mayflower: A Massachusetts Alphabet,Margot Theis Raven/Jeannie Brett,19
6407,24121,Mayflower Treasure Hunt (A to Z Mysteries: Super Edition  #2),Ron Roy/John Steven Gurney,11
6408,24124,William Shakespeare’s: Romeo and Juliet (Shakespeare Retellings  #4),Bruce Coville/Dennis Nolan,7
6409,24126,Jennifer  Hecate  Macbeth  William McKinley  and Me  Elizabeth,E.L. Konigsburg,23
6410,24127,Death of a Charming Man (Hamish Macbeth  #10),M.C. Beaton,19
6411,24136,The Merchant of Venice,William Shakespeare/Robert     Smith/Jonathan    Morris,11
6412,24137,Catherine  Called Birdy,Karen Cushman,7
6413,24147,How to Build a Time Machine,Paul Davies,19
6414,24149,Around the World in 8 1/2 Days (Judy Moody #7),Megan McDonald/Peter H. Reynolds,15
6415,24152,Judy Moody  M.D.: The Doctor is In! (Judy Moody #5),Megan McDonald/Peter H. Reynolds,19
6416,24154,Judy Moody Predicts the Future (Judy Moody  #4),Megan McDonald/Peter H. Reynolds,11
6417,24155,Judy Moody Declares Independence (Judy Moody #6),Megan McDonald/Peter H. Reynolds,7
6418,24156,Judy Moody Gets Famous! (Judy Moody  #2),Megan McDonald/Peter H. Reynolds,11
6419,24157,Judy Moody Saves the World! (Judy Moody #3),Megan McDonald/Peter H. Reynolds,19
6420,24172,Amelia's Notebook (Amelia's Notebooks  #1),Marissa Moss,23
6421,24173,Amelia's 6th-Grade Notebook (Amelia's Notebooks  #15),Marissa Moss,19
6422,24178,Charlotte's Web,E.B. White/Garth Williams/Rosemary Wells,7
6423,24179,Charlotte's Web,E.B. White/Garth Williams/Rosemary Wells,23
6424,24180,Charlotte's Web,E.B. White/Garth Williams/Kate DiCamillo,15
6425,24183,Charlotte's Web: Wilbur Finds a Friend,Jennifer Frantz/E.B. White/Aleksey Ivanov/Olga Ivanov,11
6426,24188,Secrets of the Scorpion,Jed Carleton/Shawn Carman/Seth Mason/Robert    Lee/Travis Heerman/Aaron Medwin/Matthew S. Armstrong/D.J. Trindle/Cris Dornaus/Eric Steiger,23
6427,24192,The Runaway Jury,John Grisham,7
6428,24196,The Boys Start the War (Boy/Girl Battle  #1),Phyllis Reynolds Naylor,15
6429,24198,The Boys Start the War  the Girls Get Even,Phyllis Reynolds Naylor,19
6430,24202,Boys Against Girls (Sweet Valley Twins  #17),Francine Pascal/Jamie Suzanne,15
6431,24205,Boys Against Girls (Sweet Valley Twins  #17),Francine Pascal/Jamie Suzanne,19
6432,24213,Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll/John Tenniel/Martin Gardner,7
6433,24215,Alice's Adventures in Wonderland: A Pop-Up Adaptation,Robert Sabuda/Lewis Carroll,23
6434,24217,Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll/John Tenniel/Tan Lin,11
6435,24218,Alice's Adventures in Wonderland,Lewis Carroll/Helen Oxenbury,23
6436,24220,Alice's Adventures in Wonderland and Through the Looking-Glass (Alice's Adventures in Wonderland  #1-2),Lewis Carroll/Hugh Haughton/John Tenniel,7
6437,24221,Alice's Adventures in Wonderland,Lewis Carroll/Helen Oxenbury,15
6438,24223,The Art of Warfare,Sun Tzu/Roger T. Ames,23
6439,24244,The Black Ice (Harry Bosch  #2; Harry Bosch Universe  #2),Michael Connelly,23
6440,24248,Black Ice (Ice  #1),Anne Stuart,11
6441,24249,A Cavern of Black Ice (Sword of Shadows  #1),J.V. Jones,7
6442,24253,White Sky  Black Ice (Nathan Active Mystery  #1),Stan Jones,19
6443,24255,Thus Spake the Corpse: An Exquisite Corpse Reader 1988-98 Vol 1 Poetry & Essays,Andrei Codrescu/Laura Rosenthal,7
6444,24257,Thus Spoke Zarathustra,Friedrich Nietzsche,19
6445,24268,A World Lit Only by Fire,William Manchester/Barrett Whitener,7
6446,24270,War Comes to Willy Freeman (Arabus Family Saga  #1),James Lincoln Collier/Christopher Collier,15
6447,24271,Skellig (Skellig  #1),David Almond,11
6448,24273,Skellig: The Play,David Almond,15
6449,24281,Les Misérables,Victor Hugo/Charles E. Wilbour,15
6450,24283,Les Misérables,Victor Hugo/Charles E. Wilbour/James K. Robinson,11
6451,24284,Les Misérables,Victor Hugo/Charles E. Wilbour/Peter Washington,7
6452,24288,Les Miserables (Stepping Stones),Monica Kulling/Victor Hugo,11
6453,24296,Because Of Winn Dixie,Kate DiCamillo,7
6454,24297,At the Edge of the World (Crispin  #2),Avi,7
6455,24298,The Story of Avis,Elizabeth Stuart Phelps/Carol Phillips,11
6456,24300,Poppy,Avi,15
6457,24304,Poppy's Return,Avi/Brian Floca,15
6458,24305,The Secret School,Avi,7
6459,24307,The Pen Is Mightier Than The Sword (The Amazing Days of Abby Hayes  #6),Anne Mazer/Monica Gesue,19
6460,24308,Have Wheels  Will Travel (The Amazing Days of Abby Hayes  #4),Anne Mazer/Monica Gesue,19
6461,24309,Out of Sight  Out of Mind (The Amazing Days of Abby Hayes  #9),Anne Mazer/Monica Gesue/Joyce White,11
6462,24312,The Best Is Yet to Come (The Amazing Days of Abby Hayes Super Special  #1),Anne Mazer,15
6463,24315,Violet Makes A Splash (Sister Magic),Anne Mazer/Bill Brown,15
6464,24316,The Trouble With Violet,Anne Mazer/Bill Brown,15
6465,24330,Knowledge Is Power (The Amazing Days of Abby Hayes: #15),Anne Mazer,7
6466,24335,The Trumpet of the Swan,E.B. White/Fred Marcellino,11
6467,24337,Ella Enchanted (Ella Enchanted #1),Gail Carson Levine,19
6468,24345,Sachs & Violens,Peter David/George Pérez,15
6469,24346,Nicomachean Ethics,Aristotle/Joe Sachs,15
6470,24374,Harper Lee's To Kill a Mockingbird (Bloom's Guides),Harold Bloom/Harper Lee,7
6471,24378,His Dark Materials,Nicholas Wright/Philip Pullman,15
6472,24379,His Dark Materials: New Edition,Nicholas Wright/Philip Pullman,19
6473,24381,His Dark Materials Trilogy (Northern Lights; The Subtle Knife; The Amber Spyglass),Philip Pullman,7
6474,24384,The Cricket in Times Square,George Selden/Garth Williams,11
6475,24394,Lucie Babbidge's House,Sylvia Cassedy,11
6476,24403,Nine Horses,Billy Collins,7
6477,24406,The Apple that Astonished Paris,Billy Collins,23
6478,24414,The Circle (Dan Lenson  #3),David Poyer,23
6479,24424,The Sorority: Samantha (Sorority Trilogy  #3),Tamara Thorne,19
6480,24431,Trickster's Choice (Daughter of the Lioness  #1),Tamora Pierce,11
6481,24432,Trickster's Choice (Daughter of the Lioness  #1),Tamora Pierce/Trini Alvarado,15
6482,24438,Video Girl Ai  Vol. 15: Len's Story,Masakazu Katsura,15
6483,24441,The Ships of Earth (Homecoming Saga #3),Orson Scott Card,7
6484,24442,Heathersleigh Homecoming (Secrets of Heathersleigh Hall  #3),Michael R. Phillips,15
6485,24450,Bait and Switch: The (Futile) Pursuit of the American Dream,Barbara Ehrenreich,19
6486,24455,For Her Own Good: Two Centuries of the Experts' Advice to Women,Barbara Ehrenreich/Deirdre English,11
6487,24457,Fear of Falling: The Inner Life of the Middle Class,Barbara Ehrenreich,15
6488,24459,On Duties (De Officiis),Marcus Tullius Cicero/Walter Miller,19
6489,24472,Peony in Love,Lisa See,7
6490,24473,See How She Dies,Lisa Jackson,11
6491,24475,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman,7
6492,24476,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,Chuck Klosterman,23
6493,24478,i am 8-bit: Art Inspired by Classic Videogames of the '80s,Jon M. Gibson/Chuck Klosterman,7
6494,24497,No Idle Hands: The Social History of American Knitting,Anne Macdonald,23
6495,24510,How to be Idle,Tom Hodgkinson,11
6496,24517,The Stuffed Owl: An Anthology of Bad Verse,D.B. Wyndham-Lewis/Charles  Lee/Billy Collins/Max Beerbohm,15
6497,24520,The Complete Aubrey/Maturin Novels (5 Volumes),Patrick O'Brian,19
6498,24521,The Hundred Days (Aubrey & Maturin #19),Patrick O'Brian,19
6499,24524,The Final Unfinished Voyage of Jack Aubrey (Aubrey & Maturin #21),Patrick O'Brian/Richard Snow,11
6500,24525,The Truelove (Aubrey & Maturin #15),Patrick O'Brian,7
6501,24526,Blue at the Mizzen (Aubrey & Maturin #20),Patrick O'Brian,11
6502,24530,Field Guide to Home Buying in America,Mark LeVine/Michael Pollan/Stephen M. Pollan,19
6503,24546,Gilliam on Gilliam (Directors on Directors),Terry Gilliam/Ian Christie,11
6504,24562,The Adventures of Baron Munchausen: The Illustrated Screenplay,Terry Gilliam/Charles McKeown,15
6505,24565,The Complete Monty Python's Flying Circus: All the Words  Vol. 2,Graham Chapman/John Cleese/Terry Gilliam/Eric Idle/Terry Jones/Michael Palin,19
6506,24566,The Pythons Autobiography by The Pythons,Graham Chapman/John Cleese/Terry Gilliam/Eric Idle/Terry Jones/Michael Palin/Bob McCabe,11
6507,24568,The Complete Monty Python's Flying Circus: All the Words: Volume 1,Graham Chapman/Eric Idle/Terry Gilliam/John Cleese/Terry Jones/Michael Palin/Roger Wilmut,7
6508,24569,The Gangs of New York,Herbert Asbury/Jorge Luis Borges,23
6509,24572,All Around the Town,Herbert Asbury,11
6510,24580,The Adventures of Tom Sawyer and Adventures of Huckleberry Finn,Mark Twain/Shelly Fisher Fishkin,15
6511,24581,The Adventures of Tom Sawyer (Adventures of Tom and Huck  #1),Mark Twain/Scott McKowen,7
6512,24583,The Adventures of Tom Sawyer (Adventures of Tom and Huck  #1),Mark Twain/Guy Cardwell/John Seelye,11
6513,24589,The Moon in Hiding (The Green Lion Trilogy #2),Teresa Edgerton,15
6514,24591,The Short Stories  Vol 3,Ernest Hemingway/Stacy Keach,15
6515,24594,Selections from the Oakland Tribune Archives (Images of America: California),Annalee Allen,19
6516,24596,Sebastopol (Images of America: California),Western Sonoma County Historical Society,7
6517,24597,Center City Philadelphia in the 19th Century (Images of America: Pennsylvania),Library Company of Philadelphia,7
6518,24598,Juneau and Sauk Counties: 1850-2000 (Images of America: Wisconsin),Jacqueline Ann/Sheila Z.,23
6519,24601,Paris Spleen,Charles Baudelaire/Louise Varèse,15
6520,24603,The Writer of Modern Life: Essays on Charles Baudelaire,Walter Benjamin/Michael W. Jennings/Rodney Livingstone/Edmund F.N. Jephcott/Harry Zohn/Howard Eiland,11
6521,24604,Flowers of Evil and Other Works/Les Fleurs du Mal et Oeuvres Choisies : A Dual-Language Book (Dover Foreign Language Study Guides) (English and French Edition),Charles Baudelaire/Wallace Fowlie,15
6522,24605,On Wine and Hashish,Charles Baudelaire/Andrew Brown/Margaret Drabble,23
6523,24606,Intimate Journals,Charles Baudelaire/Christopher Isherwood/W.H. Auden,11
6524,24607,The Painter of Modern Life and Other Essays (Phaidon Arts and Letters),Charles Baudelaire/Jonathon Mayne,23
6525,24612,Candide,Voltaire/Larousse,7
6526,24613,Candide,Voltaire/Mona Mulhair,19
6527,24614,The Handbook (The Encheiridion),Epictetus/Nicholas P. White,7
6528,24617,A Manual for Living,Epictetus/Sharon Lebell,11
6529,24620,Discourses  Books 3-4. The Enchiridion (Loeb Classical Library #218),Epictetus/William A. Oldfather,15
6530,24626,A Stranger Came Ashore,Mollie Hunter/Lisa Falkenstern,11
6531,24634,Rob Roy MacGregor,Nigel Tranter,19
6532,24635,Rob Roy,Walter Scott,7
6533,24636,From Glencoe to Stirling: Rob Roy  the Highlanders & Scotlands Chivalric Age (Tales of a Scottish Grandfather 3),Walter Scott/George Grant,7
6534,24647,Myths of the Norsemen: Retold from the Old Norse Poems and Tales,Roger Lancelyn Green/Alan Langford,23
6535,24655,D'Aulaires' Book of Norse Myths,Ingri d'Aulaire/Edgar Parin d'Aulaire/Michael Chabon,23
6536,24657,Penguin Book Of Norse Myths: Gods Of The Vikings,Kevin Crossley-Holland,19
6537,24658,The Prose Edda,Snorri Sturluson/Jesse L. Byock,15
6538,24660,Exploring the Northern Tradition: A Guide to the Gods  Lore  Rites  and Celebrations From the Norse  German  and Anglo-Saxon Traditions,Galina Krasskova/Swain Wódening,23
6539,24666,Tales of the Norse Gods,Barbara Leonie Picard/Rosamund Fowler,11
6540,24671,The Tristan Betrayal,Robert Ludlum,7
6541,24674,Isolde  Queen of the Western Isle (Tristan and Isolde  #1),Rosalind Miles,23
6542,24676,The Ultimate Guide to Anal Sex for Women,Tristan Taormino,23
6543,24682,Oh  The Places You’ll Go!,Dr. Seuss,19
6544,24686,Toys Go Out: Being the Adventures of a Knowledgeable Stingray  a Toughy Little Buffalo  and Someone Called Plastic (Toys #1),Emily Jenkins/Paul O. Zelinsky,15
6545,24692,Melville: His World and Work,Andrew Delbanco,19
6546,24703,Racso and the Rats of NIMH (Rats of NIMH  #2),Jane Leslie Conly/Leonard B. Lubin,11
6547,24704,R-T  Margaret  and the Rats of NIMH (Rats of NIMH  #3),Jane Leslie Conly/Leonard B. Lubin,15
6548,24711,The Dance of the Dissident Daughter,Sue Monk Kidd,7
6549,24723,Talk Talk,T. Coraghessan Boyle,15
6550,24724,Drop City,T. Coraghessan Boyle/Richard Poe,7
6551,24725,Tooth and Claw,T. Coraghessan Boyle,15
6552,24727,East Is East,T. Coraghessan Boyle,19
6553,24729,After the Plague: and Other Stories,T. Coraghessan Boyle,7
6554,24733,Descent of Man,T. Coraghessan Boyle,7
6555,24736,World's End,T. Coraghessan Boyle,11
6556,24737,If the River Was Whiskey: Stories,T. Coraghessan Boyle,15
6557,24739,If the River Was Whiskey,T. Coraghessan Boyle,7
6558,24749,American Writers  Supplement VIII,Jay Parini/August Wilson,7
6559,24751,Greasy Lake & Other Stories,T. Coraghessan Boyle,23
6560,24753,L'Orient  c'est l'Orient,T. Coraghessan Boyle,23
6561,24761,An Acceptable Time (Time Quintet  #5),Madeleine L'Engle,15
6562,24762,Conversations with Kurt Vonnegut,William Rodney Allen/Kurt Vonnegut Jr.,23
6563,24763,So Yesterday,Scott Westerfeld,23
6564,24765,Specials (Uglies  #3),Scott Westerfeld,23
6565,24767,Touching Darkness (Midnighters  #2),Scott Westerfeld,7
6566,24768,Pretties (Uglies  #2),Scott Westerfeld,11
6567,24769,Blue Noon (Midnighters  #3),Scott Westerfeld,23
6568,24770,Uglies (Uglies  #1),Scott Westerfeld,23
6569,24771,Evolution's Darling,Scott Westerfeld,7
6570,24775,The Butterfly Tattoo,Philip Pullman,23
6571,24777,Count Karlstein,Philip Pullman/Diana Bryan,23
6572,24779,The Castle of Llyr (The Chronicles of Prydain  #3),Lloyd Alexander,19
6573,24780,The Book of Three (The Chronicles of Prydain  #1),Lloyd Alexander,19
6574,24781,The High King (The Chronicles of Prydain  #5),Lloyd Alexander,19
6575,24782,Taran Wanderer (The Chronicles of Prydain  #4),Lloyd Alexander,19
6576,24783,Westmark (Westmark  #1),Lloyd Alexander,15
6577,24784,The Black Cauldron (The Chronicles of Prydain  #2),Lloyd Alexander,15
6578,24785,The Foundling and Other Tales of Prydain,Lloyd Alexander,15
6579,24786,The Prydain Companion: A Reference Guide to Lloyd Alexander's Prydain Chronicles,Michael O. Tunnell/Lloyd Alexander,7
6580,24787,A Lloyd Alexander Collection,Lloyd Alexander,23
6581,24788,The Philadelphia Adventure,Lloyd Alexander,19
6582,24789,Libra,Don DeLillo/Michel Courtois-Fourcy,19
6583,24796,Zorro,Isabel Allende/Margaret Sayers Peden/محمدعلی مهمان‌نوازان,15
6584,24800,House of Leaves,Mark Z. Danielewski,7
6585,24804,A Parchment of Leaves,Silas House,15
6586,24807,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,John Hodgman,7
6587,24812,The Complete Calvin and Hobbes,Bill Watterson,7
6588,24813,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,23
6589,24814,It's a Magical World (Calvin and Hobbes  #11),Bill Watterson,11
6590,24816,Homicidal Psycho Jungle Cat (Calvin and Hobbes #9),Bill Watterson,11
6591,24818,The Days Are Just Packed,Bill Watterson,7
6592,24819,The Calvin And Hobbes:  Tenth Anniversary Book,Bill Watterson,19
6593,24820,Calvin and Hobbes: Sunday Pages 1985-1995: An Exhibition Catalogue,Bill Watterson,7
6594,24827,Ship of Fools,Richard Paul Russo,11
6595,24828,The Rosetta Codex,Richard Paul Russo,19
6596,24832,The Illustrated Man,Ray Bradbury,23
6597,24835,The Sot-Weed Factor,John Barth,11
6598,24836,The Floating Opera and The End of the Road,John Barth,11
6599,24840,Chimera,John Barth,19
6600,24842,Letters,John Barth,11
6601,24850,Scar Lover,Harry Crews,23
6602,24858,Narcisse et Goldmund,Hermann Hesse,23
6603,24863,Demian,Hermann Hesse/Stanley Appelbaum,15
6604,24865,The Ship Avenged,S.M. Stirling,23
6605,24866,Dragon's Kin (Pern  #17),Anne McCaffrey/Todd McCaffrey,15
6606,24873,Dragonflight (Pern: Dragonriders of Pern  #1),Anne McCaffrey/Dick Hill,19
6607,24875,House of Stairs,William Sleator,23
6608,24878,Oddballs,William Sleator,11
6609,24880,Hell Phone,William Sleator,7
6610,24881,The Beasties,William Sleator,23
6611,24884,The Duplicate,William Sleator,19
6612,24885,Strange Attractors,William Sleator,11
6613,24887,Parasite Pig (Interstellar Pig #2),William Sleator,7
6614,24888,The Boy Who Couldn't Die,William Sleator,23
6615,24889,Among the Dolls,William Sleator,23
6616,24893,That's Silly,William Sleator/Lawrence Di Fiori,11
6617,24894,Once Said Darlene,William Sleator/Steven Kellogg,15
6618,24898,Boltzmon!,William Sleator,7
6619,24899,Interstellar Pig (Interstellar Pig #1),William Sleator,11
6620,24904,A Birthday for Frances,Russell Hoban/Lillian Hoban,19
6621,24905,Pilgermann,Russell Hoban,11
6622,24908,How Tom Beat Captain Najork and His Hired Sportsmen (Captain Najork #1),Russell Hoban/Quentin Blake,7
6623,24910,World's Fair,E.L. Doctorow,11
6624,24914,The March,E.L. Doctorow,7
6625,24917,Three Complete Novels: Billy Bathgate/World's Fair/Loon Lake,E.L. Doctorow,23
6626,24920,The Discomfort Zone: A Personal History,Jonathan Franzen,15
6627,24922,A Confederacy of Dunces,John Kennedy Toole,15
6628,24923,A Confederacy of Dunces,John Kennedy Toole/Walker Percy,15
6629,24925,La conjura de los necios,John Kennedy Toole,11
6630,24929,Lost,Gregory Maguire/Douglas Smith,11
6631,24930,The Dream Stealer,Gregory Maguire/Diana Bryan,19
6632,24933,Four Stupid Cupids (The Hamlet Chronicles  #4),Gregory Maguire/Elaine Clayton,15
6633,24937,Wicked: The Grimmerie,David Cote/Stephen Schwartz/Joan Marcus/Winnie Holzman,15
6634,24939,A Little Bit Wicked (Last Man Standing  #1),Victoria Alexander,23
6635,24942,My Wicked  Wicked Ways,Errol Flynn/Jeffrey Meyers,19
6636,24944,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,7
6637,24945,The Wonderful Story Of Henry Sugar and Six More,Roald Dahl,23
6638,24949,Danny The Champion of the World,Roald Dahl/Jill Bennett,23
6639,24951,Danny the Champion of the World,Roald Dahl,7
6640,24953,Danny The Champion Of The World,Roald Dahl/Quentin Blake,15
6641,24955,Danny  Champion Du Monde,Roald Dahl,11
6642,24956,The Science of the Hitchhiker's Guide to the Galaxy,Michael Hanlon,7
6643,24958,The Dark Is Rising Sequence,Susan Cooper,11
6644,24964,The Essential Kierkegaard,Søren Kierkegaard/Howard Vincent Hong/Edna Hatlestad Hong,15
6645,24965,Fear and Trembling,Søren Kierkegaard/Alastair Hannay,23
6646,24968,Fear and Trembling/Repetition,Søren Kierkegaard/Edna Hatlestad Hong/Howard Vincent Hong,19
6647,24970,Either/Or: A Fragment of Life,Søren Kierkegaard/Victor Eremita/Alastair Hannay,15
6648,24978,Inside Job,Connie Willis,23
6649,24979,Miracle and Other Christmas Stories,Connie Willis,19
6650,24980,Lincoln's Dreams,Connie Willis,23
6651,24982,Uncharted Territory,Connie Willis,7
6652,24984,Passage,Connie Willis,11
6653,24985,Bellwether,Connie Willis,19
6654,25002,Writing Degree Zero,Roland Barthes/Annette Lavers/Colin Smith/Susan Sontag,23
6655,25005,New Worlds  Ancient Texts: The Power of Tradition and the Shock of Discovery,Anthony Grafton,19
6656,25012,The Book of My Life,Girolamo Cardano/Jean Stoner/Anthony Grafton,19
6657,25013,A Crack in the Edge of the World,Simon Winchester,19
6658,25014,The Map That Changed the World: William Smith and the Birth of Modern Geology,Simon Winchester,19
6659,25015,The River at the Center of the World: A Journey Up the Yangtze & Back in Chinese Time,Simon Winchester,11
6660,25016,Outposts: Journeys to the Surviving Relics of the British Empire,Simon Winchester,7
6661,25017,Krakatoa: The Day the World Exploded: August 27  1883,Simon Winchester,23
6662,25021,How the Irish Saved Civilization,Thomas Cahill,15
6663,25023,Irish Traditional Cooking: Over 300 Recipes from Ireland's Heritage,Darina Allen/Regina Sexton,11
6664,25025,The Scotch-Irish: A Social History,James Graham Leyburn,15
6665,25027,Irish Blessings,Ashley Shannon,11
6666,25032,Classical Drawing Atelier: A Contemporary Guide to Traditional Studio Practice,Juliette Aristides,11
6667,25033,Common Herbs for Natural Health,Juliette De Bairacli Levy/Heather  Wood,23
6668,25034,The Complete Herbal Handbook for the Dog and Cat,Juliette De Bairacli Levy,7
6669,25037,El rey de Les Halles,Juliette Benzoni/Francisco Rodriguez de Lecea,7
6670,25041,The Case of the Snowboarding Superstar (Jigsaw Jones  #29),James Preller/R.W. Alley/Jamie  Smith,7
6671,25044,The Case Of The Kidnapped Candy (Jigsaw Jones Mystery #30),James Preller/R.W. Alley/Jamie  Smith,7
6672,25045,The Case of the Marshmallow Monster (Jigsaw Jones  #11),James Preller/R.W. Alley,11
6673,25047,The Case of the Stinky Science Project (Jigsaw Jones  #9),James Preller/John Speirs/James Preller,15
6674,25048,The Case Of The Buried Treasure,James Preller/Jamie Smith/R.W. Alley,11
6675,25050,The Case of the Mummy Mystery (Jigsaw Jones  #6),James Preller/John Speirs/R.W. Alley,7
6676,25051,Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle  #1),Betty MacDonald/Alexandra Boiger,19
6677,25052,Mrs. Piggle-Wiggle's Magic (Mrs. Piggle Wiggle  #2),Betty MacDonald/Alexandra Boiger,11
6678,25053,Hello  Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle  #4),Betty MacDonald/Alexandra Boiger,7
6679,25055,Mrs. Piggle-Wiggle Treasury (Mrs. Piggle Wiggle  #1-2  #4),Betty MacDonald/Hilary Knight,15
6680,25059,Brightness Reef (Uplift Storm Trilogy  #1),David Brin,23
6681,25060,Brightness Falls,Jay McInerney,15
6682,25061,This Side of Brightness,Colum McCann,7
6683,25065,Dazzling Brightness (Greek Myths  #1),Roberta Gellis,23
6684,25069,Bright Lights  Big City,Jay McInerney/Sylvie Durastanti,15
6685,25074,How it Ended,Jay McInerney,15
6686,25078,Savage Inequalities: Children in America's Schools,Jonathan Kozol,23
6687,25083,Skipping Towards Gomorrah: The Seven Deadly Sins and the Pursuit of Happiness in America,Dan Savage,19
6688,25084,Savage Love: Straight Answers from America's Most Popular Sex Columnist,Dan Savage,19
6689,25099,The Doll's House (The Sandman  #2),Neil Gaiman/Steve Parkhouse/Chris Bachalo/Michael Zulli/Mike Dringenberg/Malcolm Jones III/Todd Klein/Clive Barker,7
6690,25100,Dream Country (The Sandman  #3),Neil Gaiman/Kelley Jones/Charles Vess/Colleen Doran/Malcolm Jones III/Steve Erickson,15
6691,25101,Season of Mists (The Sandman  #4),Neil Gaiman/Matt Wagner/George Pratt/Dick Giordano/Kelley Jones/P. Craig Russell/Mike Dringenberg/Malcolm Jones III/Todd Klein/Harlan Ellison,19
6692,25102,A Game of You (The Sandman  #5),Neil Gaiman/Shawn McManus/Colleen Doran/Bryan Talbot/George Pratt/Stan Woch/Dick Giordano/Todd Klein,11
6693,25103,World's End (The Sandman  #8),Neil Gaiman/Mike Allred/Gary Amaro/Mark Buckingham/David Giordano/Tony Harris/Steve Leialoha/Vince Locke/Shea Anton Pensa/Alec Stevens/Bryan Talbot/John Watkiss/Todd Klein/Michael Zulli/Stephen King,23
